Date;Time;Chamber;Treatment;sampling time;chamber volume;chamber area;Soil C T;Air C T;K T;Pressure (mb);Pressure (atm);Date analyses;N2O (ppb);CH4 (ppm);CO2 (ppm)
27/11/2013;09:00;11;2/3 palha;15;83,4;4,761904762;17;19,8;290;966;0,953442;27/11/2013;136.566;2.028;992.772
27/11/2013;09:00;11;2/3 palha;30;83,4;4,761904762;17;19,8;290;966;0,953442;27/11/2013;168.692;2.110;1.433.890
27/11/2013;09:00;12;2/3 palha;0;79,8;4,761904762;17;19,8;290;966;0,953442;27/11/2013;110.891;2.076;425.887
27/11/2013;09:00;12;2/3 palha;15;79,8;4,761904762;17;19,8;290;966;0,953442;27/11/2013;123.195;2.232;809.799
27/11/2013;09:00;12;2/3 palha;30;79,8;4,761904762;17;19,8;290;966;0,953442;27/11/2013;142.662;2.170;1.291.088
27/11/2013;09:00;13;2/3 palha;0;84,1;4,761904762;17;19,8;290;966;0,953442;27/11/2013;115.607;2.175;463.281
27/11/2013;09:00;13;2/3 palha;15;84,1;4,761904762;17;19,8;290;966;0,953442;27/11/2013;167.958;2.247;834.548
27/11/2013;09:00;13;2/3 palha;30;84,1;4,761904762;17;19,8;290;966;0,953442;27/11/2013;227.483;2.101;1.348.356
27/11/2013;09:00;14;2/3 palha;0;91,8;4,761904762;17;19,8;290;966;0,953442;27/11/2013;115.772;2.036;446.105
27/11/2013;09:00;14;2/3 palha;15;91,8;4,761904762;17;19,8;290;966;0,953442;27/11/2013;164.204;2.068;981.324
27/11/2013;09:00;14;2/3 palha;30;91,8;4,761904762;17;19,8;290;966;0,953442;27/11/2013;211.950;2.036;1.487.171
27/11/2013;09:00;15;2/3 palha;0;84,1;4,761904762;17;19,8;290;966;0,953442;27/11/2013;106.642;2.039;412.243
27/11/2013;09:00;15;2/3 palha;15;84,1;4,761904762;17;19,8;290;966;0,953442;27/11/2013;140.262;2.164;733.302
27/11/2013;09:00;15;2/3 palha;30;84,1;4,761904762;17;19,8;290;966;0,953442;27/11/2013;;;
27/11/2013;09:00;16;Palha total;0;79,9;4,761904762;17;19,8;290;966;0,953442;27/11/2013;190.858;2.049;698.962
27/11/2013;09:00;16;Palha total;15;79,9;4,761904762;17;19,8;290;966;0,953442;27/11/2013;;;
27/11/2013;09:00;16;Palha total;30;79,9;4,761904762;17;19,8;290;966;0,953442;27/11/2013;253.764;2.109;933.012
27/11/2013;09:00;17;Palha total;0;79,0;4,761904762;17;19,8;290;966;0,953442;27/11/2013;108.330;2.008;516.530
27/11/2013;09:00;17;Palha total;15;79,0;4,761904762;17;19,8;290;966;0,953442;27/11/2013;152.671;2.197;934.908
27/11/2013;09:00;17;Palha total;30;79,0;4,761904762;17;19,8;290;966;0,953442;27/11/2013;176.833;2.013;1.240.406
27/11/2013;09:00;18;Palha total;0;84,2;4,761904762;17;19,8;290;966;0,953442;27/11/2013;101.091;2.109;383.335
27/11/2013;09:00;18;Palha total;15;84,2;4,761904762;17;19,8;290;966;0,953442;27/11/2013;174.992;2.105;827.550
27/11/2013;09:00;18;Palha total;30;84,2;4,761904762;17;19,8;290;966;0,953442;27/11/2013;291.833;1.933;1.478.396
27/11/2013;09:00;19;Palha total;0;84,8;4,761904762;17;19,8;290;966;0,953442;27/11/2013;113.184;2.064;427.791
27/11/2013;09:00;19;Palha total;15;84,8;4,761904762;17;19,8;290;966;0,953442;27/11/2013;119.840;2.096;697.338
27/11/2013;09:00;19;Palha total;30;84,8;4,761904762;17;19,8;290;966;0,953442;27/11/2013;156.670;2.100;1.243.269
27/11/2013;09:00;20;Palha total;0;83,4;4,761904762;17;19,8;290;966;0,953442;27/11/2013;120.243;1.986;432.076
27/11/2013;09:00;20;Palha total;15;83,4;4,761904762;17;19,8;290;966;0,953442;27/11/2013;142.483;2.116;808.147
27/11/2013;09:00;20;Palha total;30;83,4;4,761904762;17;19,8;290;966;0,953442;27/11/2013;144.826;1.982;919.109
28/11/2013;09:00;1;Sem palha;15;83,6;4,761904762;16;19,4;289;969;0,956403;29/11/2013;97.930;1.963;399.326
28/11/2013;09:00;1;Sem palha;30;83,6;4,761904762;16;19,4;289;969;0,956403;29/11/2013;116.363;2.028;1.025.472
28/11/2013;09:00;2;Sem palha;0;86,2;4,761904762;16;19,4;289;969;0,956403;29/11/2013;128.687;1.913;1.545.900
28/11/2013;09:00;2;Sem palha;15;86,2;4,761904762;16;19,4;289;969;0,956403;29/11/2013;106.277;2.070;489.590
28/11/2013;09:00;2;Sem palha;30;86,2;4,761904762;16;19,4;289;969;0,956403;29/11/2013;130.027;2.023;1.073.248
28/11/2013;09:00;3;Sem palha;0;85,8;4,761904762;16;19,4;289;969;0,956403;29/11/2013;162.090;2.011;1.519.139
28/11/2013;09:00;3;Sem palha;15;85,8;4,761904762;16;19,4;289;969;0,956403;29/11/2013;100.595;2.076;495.763
28/11/2013;09:00;3;Sem palha;30;85,8;4,761904762;16;19,4;289;969;0,956403;29/11/2013;136.260;2.014;1.284.108
28/11/2013;09:00;4;Sem palha;0;88,3;4,761904762;16;19,4;289;969;0,956403;29/11/2013;187.550;1.954;2.571.899
28/11/2013;09:00;4;Sem palha;15;88,3;4,761904762;16;19,4;289;969;0,956403;29/11/2013;126.154;1.984;454.418
28/11/2013;09:00;4;Sem palha;30;88,3;4,761904762;16;19,4;289;969;0,956403;29/11/2013;209.363;2.055;1.062.954
28/11/2013;09:00;5;Sem palha;0;84,0;4,761904762;16;19,4;289;969;0,956403;29/11/2013;317.816;1.967;1.698.379
28/11/2013;09:00;5;Sem palha;15;84,0;4,761904762;16;19,4;289;969;0,956403;29/11/2013;132.997;2.157;456.361
28/11/2013;09:00;5;Sem palha;30;84,0;4,761904762;16;19,4;289;969;0,956403;29/11/2013;156.665;2.104;1.068.352
28/11/2013;09:00;6;1/3 palha;0;89,9;4,761904762;16;19,4;289;969;0,956403;29/11/2013;195.458;2.080;1.748.436
28/11/2013;09:00;6;1/3 palha;15;89,9;4,761904762;16;19,4;289;969;0,956403;29/11/2013;107.539;2.052;426.086
28/11/2013;09:00;6;1/3 palha;30;89,9;4,761904762;16;19,4;289;969;0,956403;29/11/2013;140.031;2.007;1.068.258
28/11/2013;09:00;7;1/3 palha;0;85,9;4,761904762;16;19,4;289;969;0,956403;29/11/2013;159.086;1.930;1.521.654
28/11/2013;09:00;7;1/3 palha;15;85,9;4,761904762;16;19,4;289;969;0,956403;29/11/2013;108.561;2.018;489.830
28/11/2013;09:00;7;1/3 palha;30;85,9;4,761904762;16;19,4;289;969;0,956403;29/11/2013;177.551;2.098;887.114
28/11/2013;09:00;8;1/3 palha;0;88,6;4,761904762;16;19,4;289;969;0,956403;29/11/2013;288.191;1.987;1.459.814
28/11/2013;09:00;8;1/3 palha;15;88,6;4,761904762;16;19,4;289;969;0,956403;29/11/2013;109.265;2.136;449.141
28/11/2013;09:00;8;1/3 palha;30;88,6;4,761904762;16;19,4;289;969;0,956403;29/11/2013;115.293;2.068;1.199.263
28/11/2013;09:00;9;1/3 palha;0;84,1;4,761904762;16;19,4;289;969;0,956403;29/11/2013;154.219;1.978;2.143.995
28/11/2013;09:00;9;1/3 palha;15;84,1;4,761904762;16;19,4;289;969;0,956403;29/11/2013;111.771;1.983;409.935
28/11/2013;09:00;9;1/3 palha;30;84,1;4,761904762;16;19,4;289;969;0,956403;29/11/2013;137.008;2.008;1.034.771
28/11/2013;09:00;10;1/3 palha;0;84,1;4,761904762;16;19,4;289;969;0,956403;29/11/2013;166.051;1.954;1.710.847
28/11/2013;09:00;10;1/3 palha;15;84,1;4,761904762;16;19,4;289;969;0,956403;29/11/2013;120.099;2.215;403.902
28/11/2013;09:00;10;1/3 palha;30;84,1;4,761904762;16;19,4;289;969;0,956403;29/11/2013;150.895;1.953;652.530
28/11/2013;09:00;11;2/3 palha;0;83,4;4,761904762;16;19,4;289;969;0,956403;29/11/2013;225.933;2.031;1.002.041
28/11/2013;09:00;11;2/3 palha;15;83,4;4,761904762;16;19,4;289;969;0,956403;29/11/2013;110.991;1.988;419.458
28/11/2013;09:00;11;2/3 palha;30;83,4;4,761904762;16;19,4;289;969;0,956403;29/11/2013;122.384;2.026;905.149
28/11/2013;09:00;12;2/3 palha;0;79,8;4,761904762;16;19,4;289;969;0,956403;29/11/2013;148.068;2.061;1.346.351
28/11/2013;09:00;12;2/3 palha;15;79,8;4,761904762;16;19,4;289;969;0,956403;29/11/2013;109.050;2.097;481.960
28/11/2013;09:00;12;2/3 palha;30;79,8;4,761904762;16;19,4;289;969;0,956403;29/11/2013;111.441;1.983;803.530
28/11/2013;09:00;13;2/3 palha;0;84,1;4,761904762;16;19,4;289;969;0,956403;29/11/2013;126.996;2.075;903.303
28/11/2013;09:00;13;2/3 palha;15;84,1;4,761904762;16;19,4;289;969;0,956403;29/11/2013;107.169;2.057;442.940
28/11/2013;09:00;13;2/3 palha;30;84,1;4,761904762;16;19,4;289;969;0,956403;29/11/2013;191.117;2.024;1.075.404
28/11/2013;09:00;14;2/3 palha;0;91,8;4,761904762;16;19,4;289;969;0,956403;29/11/2013;326.766;1.951;2.026.626
28/11/2013;09:00;14;2/3 palha;15;91,8;4,761904762;16;19,4;289;969;0,956403;29/11/2013;112.883;2.122;416.514
28/11/2013;09:00;14;2/3 palha;30;91,8;4,761904762;16;19,4;289;969;0,956403;29/11/2013;139.896;2.213;746.752
28/11/2013;09:00;15;2/3 palha;0;84,1;4,761904762;16;19,4;289;969;0,956403;29/11/2013;139.372;1.949;1.134.421
28/11/2013;09:00;15;2/3 palha;15;84,1;4,761904762;16;19,4;289;969;0,956403;29/11/2013;117.019;2.429;402.638
28/11/2013;09:00;15;2/3 palha;30;84,1;4,761904762;16;19,4;289;969;0,956403;29/11/2013;172.190;2.114;1.172.331
28/11/2013;09:00;16;Palha total;0;79,9;4,761904762;16;19,4;289;969;0,956403;29/11/2013;232.768;1.890;2.020.144
28/11/2013;09:00;16;Palha total;15;79,9;4,761904762;16;19,4;289;969;0,956403;29/11/2013;104.092;1.964;367.808
28/11/2013;09:00;16;Palha total;30;79,9;4,761904762;16;19,4;289;969;0,956403;29/11/2013;174.508;1.919;834.808
28/11/2013;09:00;17;Palha total;0;79,0;4,761904762;16;19,4;289;969;0,956403;29/11/2013;205.168;2.086;1.089.284
28/11/2013;09:00;17;Palha total;15;79,0;4,761904762;16;19,4;289;969;0,956403;29/11/2013;102.190;1.993;407.957
28/11/2013;09:00;17;Palha total;30;79,0;4,761904762;16;19,4;289;969;0,956403;29/11/2013;156.976;1.952;1.162.821
28/11/2013;09:00;18;Palha total;0;84,2;4,761904762;16;19,4;289;969;0,956403;29/11/2013;190.277;1.945;1.942.379
28/11/2013;09:00;18;Palha total;15;84,2;4,761904762;16;19,4;289;969;0,956403;29/11/2013;113.060;2.041;517.505
28/11/2013;09:00;18;Palha total;30;84,2;4,761904762;16;19,4;289;969;0,956403;29/11/2013;233.287;2.065;1.287.335
28/11/2013;09:00;19;Palha total;0;84,8;4,761904762;16;19,4;289;969;0,956403;29/11/2013;416.508;2.282;2.678.064
28/11/2013;09:00;19;Palha total;15;84,8;4,761904762;16;19,4;289;969;0,956403;29/11/2013;105.805;2.349;426.854
28/11/2013;09:00;19;Palha total;30;84,8;4,761904762;16;19,4;289;969;0,956403;29/11/2013;126.081;2.064;847.533
28/11/2013;09:00;20;Palha total;0;83,4;4,761904762;16;19,4;289;969;0,956403;29/11/2013;153.031;1.998;1.419.263
28/11/2013;09:00;20;Palha total;15;83,4;4,761904762;16;19,4;289;969;0,956403;29/11/2013;112.711;1.984;422.321
28/11/2013;09:00;20;Palha total;30;83,4;4,761904762;16;19,4;289;969;0,956403;29/11/2013;127.448;2.003;905.746
29/11/2013;09:00;1;Sem palha;15;83,6;4,761904762;15;19,4;288;969;0,956403;30/11/2013;174.469;2.089;1.425.130
29/11/2013;09:00;1;Sem palha;30;83,6;4,761904762;15;18;288;967;0,954429;30/11/2013;113.181;2.162;736.027
29/11/2013;09:00;2;Sem palha;0;86,2;4,761904762;15;18;288;967;0,954429;30/11/2013;116.275;2.120;790.004
29/11/2013;09:00;2;Sem palha;15;86,2;4,761904762;15;18;288;967;0,954429;30/11/2013;116.527;2.174;945.477
29/11/2013;09:00;2;Sem palha;30;86,2;4,761904762;15;18;288;967;0,954429;30/11/2013;111.328;2.143;458.567
29/11/2013;09:00;3;Sem palha;0;85,8;4,761904762;15;18;288;967;0,954429;30/11/2013;108.099;2.132;773.053
29/11/2013;09:00;3;Sem palha;15;85,8;4,761904762;15;18;288;967;0,954429;30/11/2013;123.687;2.155;852.172
29/11/2013;09:00;3;Sem palha;30;85,8;4,761904762;15;18;288;967;0,954429;30/11/2013;111.781;2.139;441.217
29/11/2013;09:00;4;Sem palha;0;88,3;4,761904762;15;18;288;967;0,954429;30/11/2013;109.096;2.104;739.938
29/11/2013;09:00;4;Sem palha;15;88,3;4,761904762;15;18;288;967;0,954429;30/11/2013;113.335;2.156;993.027
29/11/2013;09:00;4;Sem palha;30;88,3;4,761904762;15;18;288;967;0,954429;30/11/2013;103.448;2.275;434.072
29/11/2013;09:00;5;Sem palha;0;84,0;4,761904762;15;18;288;967;0,954429;30/11/2013;167.484;2.232;927.691
29/11/2013;09:00;5;Sem palha;15;84,0;4,761904762;15;18;288;967;0,954429;30/11/2013;252.232;2.072;1.130.252
29/11/2013;09:00;5;Sem palha;30;84,0;4,761904762;15;18;288;967;0,954429;30/11/2013;102.963;2.084;366.268
29/11/2013;09:00;6;1/3 palha;0;89,9;4,761904762;15;18;288;967;0,954429;30/11/2013;110.908;2.085;548.217
29/11/2013;09:00;6;1/3 palha;15;89,9;4,761904762;15;18;288;967;0,954429;30/11/2013;125.845;2.020;761.347
29/11/2013;09:00;6;1/3 palha;30;89,9;4,761904762;15;18;288;967;0,954429;30/11/2013;109.201;2.220;605.076
29/11/2013;09:00;7;1/3 palha;0;85,9;4,761904762;15;18;288;967;0,954429;30/11/2013;119.181;2.499;712.453
29/11/2013;09:00;7;1/3 palha;15;85,9;4,761904762;15;18;288;967;0,954429;30/11/2013;129.984;2.261;967.000
29/11/2013;09:00;7;1/3 palha;30;85,9;4,761904762;15;18;288;967;0,954429;30/11/2013;123.470;2.403;423.462
29/11/2013;09:00;8;1/3 palha;0;88,6;4,761904762;15;18;288;967;0,954429;30/11/2013;178.111;2.275;770.959
29/11/2013;09:00;8;1/3 palha;15;88,6;4,761904762;15;18;288;967;0,954429;30/11/2013;270.587;2.141;998.630
29/11/2013;09:00;8;1/3 palha;30;88,6;4,761904762;15;18;288;967;0,954429;30/11/2013;113.101;2.156;393.724
29/11/2013;09:00;9;1/3 palha;0;84,1;4,761904762;15;18;288;967;0,954429;30/11/2013;125.690;2.207;673.375
29/11/2013;09:00;9;1/3 palha;15;84,1;4,761904762;15;18;288;967;0,954429;30/11/2013;136.052;2.086;983.195
29/11/2013;09:00;9;1/3 palha;30;84,1;4,761904762;15;18;288;967;0,954429;30/11/2013;120.088;2.060;390.539
29/11/2013;09:00;10;1/3 palha;0;84,1;4,761904762;15;18;288;967;0,954429;30/11/2013;126.953;2.054;613.419
29/11/2013;09:00;10;1/3 palha;15;84,1;4,761904762;15;18;288;967;0,954429;30/11/2013;139.539;1.995;844.498
29/11/2013;09:00;10;1/3 palha;30;84,1;4,761904762;15;18;288;967;0,954429;30/11/2013;119.406;2.058;375.643
29/11/2013;09:00;11;2/3 palha;0;83,4;4,761904762;15;18;288;967;0,954429;30/11/2013;142.509;2.092;577.830
29/11/2013;09:00;11;2/3 palha;15;83,4;4,761904762;15;18;288;967;0,954429;30/11/2013;152.292;1.999;614.716
29/11/2013;09:00;11;2/3 palha;30;83,4;4,761904762;15;18;288;967;0,954429;30/11/2013;119.603;2.201;403.571
29/11/2013;09:00;12;2/3 palha;0;79,8;4,761904762;15;18;288;967;0,954429;30/11/2013;140.983;2.167;781.861
29/11/2013;09:00;12;2/3 palha;15;79,8;4,761904762;15;18;288;967;0,954429;30/11/2013;157.107;2.190;1.206.099
29/11/2013;09:00;12;2/3 palha;30;79,8;4,761904762;15;18;288;967;0,954429;30/11/2013;119.432;2.121;418.717
29/11/2013;09:00;13;2/3 palha;0;84,1;4,761904762;15;18;288;967;0,954429;30/11/2013;130.460;2.130;814.738
29/11/2013;09:00;13;2/3 palha;15;84,1;4,761904762;15;18;288;967;0,954429;30/11/2013;150.728;2.083;1.221.432
29/11/2013;09:00;13;2/3 palha;30;84,1;4,761904762;15;18;288;967;0,954429;30/11/2013;117.363;2.130;389.335
29/11/2013;09:00;14;2/3 palha;0;91,8;4,761904762;15;18;288;967;0,954429;30/11/2013;160.248;2.142;717.823
29/11/2013;09:00;14;2/3 palha;15;91,8;4,761904762;15;18;288;967;0,954429;30/11/2013;221.959;2.117;1.123.862
29/11/2013;09:00;14;2/3 palha;30;91,8;4,761904762;15;18;288;967;0,954429;30/11/2013;110.445;2.051;368.034
29/11/2013;09:00;15;2/3 palha;0;84,1;4,761904762;15;18;288;967;0,954429;30/11/2013;134.239;1.985;566.853
29/11/2013;09:00;15;2/3 palha;15;84,1;4,761904762;15;18;288;967;0,954429;30/11/2013;129.866;1.921;704.332
29/11/2013;09:00;15;2/3 palha;30;84,1;4,761904762;15;18;288;967;0,954429;30/11/2013;117.563;2.032;362.040
29/11/2013;09:00;16;Palha total;0;79,9;4,761904762;15;18;288;967;0,954429;30/11/2013;127.840;2.041;533.945
29/11/2013;09:00;16;Palha total;15;79,9;4,761904762;15;18;288;967;0,954429;30/11/2013;142.944;1.970;639.824
29/11/2013;09:00;16;Palha total;30;79,9;4,761904762;15;18;288;967;0,954429;30/11/2013;121.757;2.163;471.833
29/11/2013;09:00;17;Palha total;0;79,0;4,761904762;15;18;288;967;0,954429;30/11/2013;155.725;2.324;551.994
29/11/2013;09:00;17;Palha total;15;79,0;4,761904762;15;18;288;967;0,954429;30/11/2013;166.699;2.211;586.483
29/11/2013;09:00;17;Palha total;30;79,0;4,761904762;15;18;288;967;0,954429;30/11/2013;115.871;2.121;434.910
29/11/2013;09:00;18;Palha total;0;84,2;4,761904762;15;18;288;967;0,954429;30/11/2013;131.007;2.140;688.814
29/11/2013;09:00;18;Palha total;15;84,2;4,761904762;15;18;288;967;0,954429;30/11/2013;135.080;2.139;922.979
29/11/2013;09:00;18;Palha total;30;84,2;4,761904762;15;18;288;967;0,954429;30/11/2013;113.807;2.240;513.453
29/11/2013;09:00;19;Palha total;0;84,8;4,761904762;15;18;288;967;0,954429;30/11/2013;165.352;2.186;834.710
29/11/2013;09:00;19;Palha total;15;84,8;4,761904762;15;18;288;967;0,954429;30/11/2013;211.238;2.034;1.320.269
29/11/2013;09:00;19;Palha total;30;84,8;4,761904762;15;18;288;967;0,954429;30/11/2013;118.295;2.274;603.495
29/11/2013;09:00;20;Palha total;0;83,4;4,761904762;15;18;288;967;0,954429;30/11/2013;122.114;2.187;648.091
29/11/2013;09:00;20;Palha total;15;83,4;4,761904762;15;18;288;967;0,954429;30/11/2013;135.755;2.150;855.573
29/11/2013;09:00;20;Palha total;30;83,4;4,761904762;15;18;288;967;0,954429;30/11/2013;115.457;2.034;345.085
30/11/2013;09:00;1;Sem palha;15;83,6;4,761904762;15;17;288;967;0,954429;01/12/2013;179.111;2.004;325.142
30/11/2013;09:00;1;Sem palha;30;83,6;4,761904762;15;17;288;967;0,954429;01/12/2013;187.106;1.955;478.625
30/11/2013;09:00;2;Sem palha;0;86,2;4,761904762;15;17;288;967;0,954429;01/12/2013;193.696;2.029;499.403
30/11/2013;09:00;2;Sem palha;15;86,2;4,761904762;15;17;288;967;0,954429;01/12/2013;175.742;1.984;340.405
30/11/2013;09:00;2;Sem palha;30;86,2;4,761904762;15;17;288;967;0,954429;01/12/2013;179.065;2.133;431.125
30/11/2013;09:00;3;Sem palha;0;85,8;4,761904762;15;17;288;967;0,954429;01/12/2013;190.722;1.954;541.399
30/11/2013;09:00;3;Sem palha;15;85,8;4,761904762;15;17;288;967;0,954429;01/12/2013;178.004;1.928;345.812
30/11/2013;09:00;3;Sem palha;30;85,8;4,761904762;15;17;288;967;0,954429;01/12/2013;177.327;1.924;414.182
30/11/2013;09:00;4;Sem palha;0;88,3;4,761904762;15;17;288;967;0,954429;01/12/2013;195.513;1.964;570.770
30/11/2013;09:00;4;Sem palha;15;88,3;4,761904762;15;17;288;967;0,954429;01/12/2013;177.896;2.016;326.222
30/11/2013;09:00;4;Sem palha;30;88,3;4,761904762;15;17;288;967;0,954429;01/12/2013;260.977;1.952;481.039
30/11/2013;09:00;5;Sem palha;0;84,0;4,761904762;15;17;288;967;0,954429;01/12/2013;339.669;1.925;651.774
30/11/2013;09:00;5;Sem palha;15;84,0;4,761904762;15;17;288;967;0,954429;01/12/2013;180.738;2.049;306.838
30/11/2013;09:00;5;Sem palha;30;84,0;4,761904762;15;17;288;967;0,954429;01/12/2013;199.897;1.959;446.556
30/11/2013;09:00;6;1/3 palha;0;89,9;4,761904762;15;17;288;967;0,954429;01/12/2013;209.195;2.084;422.759
30/11/2013;09:00;6;1/3 palha;15;89,9;4,761904762;15;17;288;967;0,954429;01/12/2013;167.357;1.953;300.622
30/11/2013;09:00;6;1/3 palha;30;89,9;4,761904762;15;17;288;967;0,954429;01/12/2013;187.940;2.027;527.680
30/11/2013;09:00;7;1/3 palha;0;85,9;4,761904762;15;17;288;967;0,954429;01/12/2013;189.540;1.914;650.248
30/11/2013;09:00;7;1/3 palha;15;85,9;4,761904762;15;17;288;967;0,954429;01/12/2013;183.625;1.931;328.409
30/11/2013;09:00;7;1/3 palha;30;85,9;4,761904762;15;17;288;967;0,954429;01/12/2013;258.799;2.049;465.094
30/11/2013;09:00;8;1/3 palha;0;88,6;4,761904762;15;17;288;967;0,954429;01/12/2013;333.052;1.975;558.408
30/11/2013;09:00;8;1/3 palha;15;88,6;4,761904762;15;17;288;967;0,954429;01/12/2013;169.781;1.973;362.863
30/11/2013;09:00;8;1/3 palha;30;88,6;4,761904762;15;17;288;967;0,954429;01/12/2013;173.553;2.063;450.969
30/11/2013;09:00;9;1/3 palha;0;84,1;4,761904762;15;17;288;967;0,954429;01/12/2013;188.995;1.932;542.472
30/11/2013;09:00;9;1/3 palha;15;84,1;4,761904762;15;17;288;967;0,954429;01/12/2013;182.517;1.980;327.546
30/11/2013;09:00;9;1/3 palha;30;84,1;4,761904762;15;17;288;967;0,954429;01/12/2013;186.418;2.040;471.400
30/11/2013;09:00;10;1/3 palha;0;84,1;4,761904762;15;17;288;967;0,954429;01/12/2013;207.681;1.957;577.419
30/11/2013;09:00;10;1/3 palha;15;84,1;4,761904762;15;17;288;967;0,954429;01/12/2013;183.310;2.064;323.426
30/11/2013;09:00;10;1/3 palha;30;84,1;4,761904762;15;17;288;967;0,954429;01/12/2013;208.911;2.106;495.227
30/11/2013;09:00;11;2/3 palha;0;83,4;4,761904762;15;17;288;967;0,954429;01/12/2013;218.305;1.923;601.138
30/11/2013;09:00;11;2/3 palha;15;83,4;4,761904762;15;17;288;967;0,954429;01/12/2013;176.359;2.046;324.785
30/11/2013;09:00;11;2/3 palha;30;83,4;4,761904762;15;17;288;967;0,954429;01/12/2013;189.945;2.001;448.769
30/11/2013;09:00;12;2/3 palha;0;79,8;4,761904762;15;17;288;967;0,954429;01/12/2013;206.207;1.963;573.925
30/11/2013;09:00;12;2/3 palha;15;79,8;4,761904762;15;17;288;967;0,954429;01/12/2013;170.890;1.943;352.691
30/11/2013;09:00;12;2/3 palha;30;79,8;4,761904762;15;17;288;967;0,954429;01/12/2013;185.039;1.990;520.840
30/11/2013;09:00;13;2/3 palha;0;84,1;4,761904762;15;17;288;967;0,954429;01/12/2013;186.744;2.235;503.195
30/11/2013;09:00;13;2/3 palha;15;84,1;4,761904762;15;17;288;967;0,954429;01/12/2013;173.327;1.979;317.460
30/11/2013;09:00;13;2/3 palha;30;84,1;4,761904762;15;17;288;967;0,954429;01/12/2013;212.293;1.968;430.614
30/11/2013;09:00;14;2/3 palha;0;91,8;4,761904762;15;17;288;967;0,954429;01/12/2013;266.233;1.878;728.749
30/11/2013;09:00;14;2/3 palha;15;91,8;4,761904762;15;17;288;967;0,954429;01/12/2013;179.516;2.014;342.382
30/11/2013;09:00;14;2/3 palha;30;91,8;4,761904762;15;17;288;967;0,954429;01/12/2013;194.834;1.940;513.235
30/11/2013;09:00;15;2/3 palha;0;84,1;4,761904762;15;17;288;967;0,954429;01/12/2013;223.837;1.927;734.222
30/11/2013;09:00;15;2/3 palha;15;84,1;4,761904762;15;17;288;967;0,954429;01/12/2013;180.591;1.949;391.875
30/11/2013;09:00;15;2/3 palha;30;84,1;4,761904762;15;17;288;967;0,954429;01/12/2013;185.079;1.956;404.696
30/11/2013;09:00;16;Palha total;0;79,9;4,761904762;15;17;288;967;0,954429;01/12/2013;198.529;1.992;463.919
30/11/2013;09:00;16;Palha total;15;79,9;4,761904762;15;17;288;967;0,954429;01/12/2013;178.014;1.987;304.375
30/11/2013;09:00;16;Palha total;30;79,9;4,761904762;15;17;288;967;0,954429;01/12/2013;203.733;1.947;334.337
30/11/2013;09:00;17;Palha total;0;79,0;4,761904762;15;17;288;967;0,954429;01/12/2013;228.304;1.938;367.181
30/11/2013;09:00;17;Palha total;15;79,0;4,761904762;15;17;288;967;0,954429;01/12/2013;184.229;2.169;261.865
30/11/2013;09:00;17;Palha total;30;79,0;4,761904762;15;17;288;967;0,954429;01/12/2013;179.967;1.977;416.972
30/11/2013;09:00;18;Palha total;0;84,2;4,761904762;15;17;288;967;0,954429;01/12/2013;189.395;1.957;449.512
30/11/2013;09:00;18;Palha total;15;84,2;4,761904762;15;17;288;967;0,954429;01/12/2013;178.754;1.923;279.447
30/11/2013;09:00;18;Palha total;30;84,2;4,761904762;15;17;288;967;0,954429;01/12/2013;219.310;2.032;582.985
30/11/2013;09:00;19;Palha total;0;84,8;4,761904762;15;17;288;967;0,954429;01/12/2013;251.746;1.876;854.981
30/11/2013;09:00;19;Palha total;15;84,8;4,761904762;15;17;288;967;0,954429;01/12/2013;171.078;1.945;293.856
30/11/2013;09:00;19;Palha total;30;84,8;4,761904762;15;17;288;967;0,954429;01/12/2013;180.811;2.054;373.805
30/11/2013;09:00;20;Palha total;0;83,4;4,761904762;15;17;288;967;0,954429;01/12/2013;179.278;1.883;527.254
30/11/2013;09:00;20;Palha total;15;83,4;4,761904762;15;17;288;967;0,954429;01/12/2013;184.034;1.964;278.715
30/11/2013;09:00;20;Palha total;30;83,4;4,761904762;15;17;288;967;0,954429;01/12/2013;186.772;1.919;438.267
15/12/2013;09:00;1;Sem palha;15;83,6;4,761904762;18;20;291;977;0,964299;16/12/2013;174.128;1.968;324.425
15/12/2013;09:00;1;Sem palha;30;83,6;4,761904762;18;20;291;977;0,964299;16/12/2013;179.257;1.953;472.085
15/12/2013;09:00;2;Sem palha;0;86,2;4,761904762;18;20;291;977;0,964299;16/12/2013;202.453;1.956;612.715
15/12/2013;09:00;2;Sem palha;15;86,2;4,761904762;18;20;291;977;0,964299;16/12/2013;170.837;2.076;319.167
15/12/2013;09:00;2;Sem palha;30;86,2;4,761904762;18;20;291;977;0,964299;16/12/2013;185.906;1.938;560.830
15/12/2013;09:00;3;Sem palha;0;85,8;4,761904762;18;20;291;977;0,964299;16/12/2013;185.648;2.060;686.823
15/12/2013;09:00;3;Sem palha;15;85,8;4,761904762;18;20;291;977;0,964299;16/12/2013;171.706;2.013;368.278
15/12/2013;09:00;3;Sem palha;30;85,8;4,761904762;18;20;291;977;0,964299;16/12/2013;184.988;2.036;547.254
15/12/2013;09:00;4;Sem palha;0;88,3;4,761904762;18;20;291;977;0,964299;16/12/2013;193.821;2.001;646.973
15/12/2013;09:00;4;Sem palha;15;88,3;4,761904762;18;20;291;977;0,964299;16/12/2013;182.074;2.127;429.160
